Start_Time,Stop_Time,N_Bikes,Station_Name
2017-01-05 T19:20 Z,2017-01-05 T19:40 Z,10,Pershing Square North
2017-01-05 T19:40 Z,2017-01-05 T20:00 Z,5,Pershing Square North
2017-01-05 T20:00 Z,2017-01-05 T20:20 Z,5,Pershing Square North
2017-01-05 T20:20 Z,2017-01-05 T20:40 Z,6,Pershing Square North
2017-01-05 T20:40 Z,2017-01-05 T21:00 Z,6,Pershing Square North
2017-01-05 T21:00 Z,2017-01-05 T21:20 Z,5,Pershing Square North
2017-01-05 T21:20 Z,2017-01-05 T21:40 Z,2,Pershing Square North
2017-01-05 T21:40 Z,2017-01-05 T22:00 Z,4,Pershing Square North
2017-01-05 T22:00 Z,2017-01-05 T22:20 Z,3,Pershing Square North
2017-01-05 T22:20 Z,2017-01-05 T22:40 Z,2,Pershing Square North
2017-01-05 T22:40 Z,2017-01-05 T23:00 Z,3,Pershing Square North
2017-01-05 T23:00 Z,2017-01-05 T23:20 Z,2,Pershing Square North
2017-01-05 T23:20 Z,2017-01-05 T23:40 Z,2,Pershing Square North
2017-01-05 T23:40 Z,2017-01-06 T00:00 Z,0,Pershing Square North
2017-01-06 T00:00 Z,2017-01-06 T00:20 Z,0,Pershing Square North
2017-01-06 T00:20 Z,2017-01-06 T00:40 Z,0,Pershing Square North
2017-01-06 T00:40 Z,2017-01-06 T01:00 Z,0,Pershing Square North
2017-01-06 T01:00 Z,2017-01-06 T01:20 Z,0,Pershing Square North
2017-01-06 T01:20 Z,2017-01-06 T01:40 Z,0,Pershing Square North
2017-01-06 T01:40 Z,2017-01-06 T02:00 Z,0,Pershing Square North
2017-01-06 T02:00 Z,2017-01-06 T02:20 Z,0,Pershing Square North
2017-01-06 T02:20 Z,2017-01-06 T02:40 Z,0,Pershing Square North
2017-01-06 T02:40 Z,2017-01-06 T03:00 Z,0,Pershing Square North
2017-01-06 T03:00 Z,2017-01-06 T03:20 Z,0,Pershing Square North
2017-01-06 T03:20 Z,2017-01-06 T03:40 Z,0,Pershing Square North
2017-01-06 T03:40 Z,2017-01-06 T04:00 Z,0,Pershing Square North
2017-01-06 T04:00 Z,2017-01-06 T04:20 Z,0,Pershing Square North
2017-01-06 T04:20 Z,2017-01-06 T04:40 Z,0,Pershing Square North
2017-01-06 T04:40 Z,2017-01-06 T05:00 Z,0,Pershing Square North
2017-01-06 T05:00 Z,2017-01-06 T05:20 Z,1,Pershing Square North
2017-01-06 T05:20 Z,2017-01-06 T05:40 Z,1,Pershing Square North
2017-01-06 T05:40 Z,2017-01-06 T06:00 Z,5,Pershing Square North
2017-01-06 T06:00 Z,2017-01-06 T06:20 Z,4,Pershing Square North
2017-01-06 T06:20 Z,2017-01-06 T06:40 Z,6,Pershing Square North
2017-01-06 T06:40 Z,2017-01-06 T07:00 Z,13,Pershing Square North
2017-01-06 T07:00 Z,2017-01-06 T07:20 Z,8,Pershing Square North
2017-01-06 T07:20 Z,2017-01-06 T07:40 Z,10,Pershing Square North
2017-01-06 T07:40 Z,2017-01-06 T08:00 Z,4,Pershing Square North
2017-01-06 T08:00 Z,2017-01-06 T08:20 Z,6,Pershing Square North
2017-01-06 T08:20 Z,2017-01-06 T08:40 Z,15,Pershing Square North
2017-01-06 T08:40 Z,2017-01-06 T09:00 Z,21,Pershing Square North
2017-01-06 T09:00 Z,2017-01-06 T09:20 Z,8,Pershing Square North
2017-01-06 T09:20 Z,2017-01-06 T09:40 Z,8,Pershing Square North
2017-01-06 T09:40 Z,2017-01-06 T10:00 Z,14,Pershing Square North
2017-01-06 T10:00 Z,2017-01-06 T10:20 Z,5,Pershing Square North
2017-01-06 T10:20 Z,2017-01-06 T10:40 Z,1,Pershing Square North
2017-01-06 T10:40 Z,2017-01-06 T11:00 Z,2,Pershing Square North
2017-01-06 T11:00 Z,2017-01-06 T11:20 Z,2,Pershing Square North
2017-01-06 T11:20 Z,2017-01-06 T11:40 Z,3,Pershing Square North
2017-01-06 T11:40 Z,2017-01-06 T12:00 Z,0,Pershing Square North
2017-01-06 T12:00 Z,2017-01-06 T12:20 Z,1,Pershing Square North
2017-01-06 T12:20 Z,2017-01-06 T12:40 Z,1,Pershing Square North
2017-01-06 T12:40 Z,2017-01-06 T13:00 Z,1,Pershing Square North
2017-01-06 T13:00 Z,2017-01-06 T13:20 Z,6,Pershing Square North
2017-01-06 T13:20 Z,2017-01-06 T13:40 Z,3,Pershing Square North
2017-01-06 T13:40 Z,2017-01-06 T14:00 Z,3,Pershing Square North
2017-01-06 T14:00 Z,2017-01-06 T14:20 Z,4,Pershing Square North
2017-01-06 T14:20 Z,2017-01-06 T14:40 Z,7,Pershing Square North
2017-01-06 T14:40 Z,2017-01-06 T15:00 Z,4,Pershing Square North
2017-01-06 T15:00 Z,2017-01-06 T15:20 Z,2,Pershing Square North
2017-01-06 T15:20 Z,2017-01-06 T15:40 Z,4,Pershing Square North
2017-01-06 T15:40 Z,2017-01-06 T16:00 Z,9,Pershing Square North
2017-01-06 T16:00 Z,2017-01-06 T16:20 Z,4,Pershing Square North
2017-01-06 T16:20 Z,2017-01-06 T16:40 Z,9,Pershing Square North
2017-01-06 T16:40 Z,2017-01-06 T17:00 Z,13,Pershing Square North
2017-01-06 T17:00 Z,2017-01-06 T17:20 Z,18,Pershing Square North
2017-01-06 T17:20 Z,2017-01-06 T17:40 Z,22,Pershing Square North
2017-01-06 T17:40 Z,2017-01-06 T18:00 Z,19,Pershing Square North
2017-01-06 T18:00 Z,2017-01-06 T18:20 Z,23,Pershing Square North
2017-01-06 T18:20 Z,2017-01-06 T18:40 Z,21,Pershing Square North
2017-01-06 T18:40 Z,2017-01-06 T19:00 Z,16,Pershing Square North
2017-01-06 T19:00 Z,2017-01-06 T19:20 Z,12,Pershing Square North
2017-01-06 T19:20 Z,2017-01-06 T19:40 Z,14,Pershing Square North
2017-01-06 T19:40 Z,2017-01-06 T20:00 Z,2,Pershing Square North
2017-01-06 T20:00 Z,2017-01-06 T20:20 Z,4,Pershing Square North
2017-01-06 T20:20 Z,2017-01-06 T20:40 Z,6,Pershing Square North
2017-01-06 T20:40 Z,2017-01-06 T21:00 Z,2,Pershing Square North
2017-01-06 T21:00 Z,2017-01-06 T21:20 Z,2,Pershing Square North
2017-01-06 T21:20 Z,2017-01-06 T21:40 Z,1,Pershing Square North
2017-01-06 T21:40 Z,2017-01-06 T22:00 Z,2,Pershing Square North
2017-01-06 T22:00 Z,2017-01-06 T22:20 Z,0,Pershing Square North
2017-01-06 T22:20 Z,2017-01-06 T22:40 Z,1,Pershing Square North
2017-01-06 T22:40 Z,2017-01-06 T23:00 Z,1,Pershing Square North
2017-01-06 T23:00 Z,2017-01-06 T23:20 Z,1,Pershing Square North
2017-01-06 T23:20 Z,2017-01-06 T23:40 Z,1,Pershing Square North
2017-01-06 T23:40 Z,2017-01-07 T00:00 Z,0,Pershing Square North
2017-01-07 T00:00 Z,2017-01-07 T00:20 Z,0,Pershing Square North
2017-01-07 T00:20 Z,2017-01-07 T00:40 Z,0,Pershing Square North
2017-01-07 T00:40 Z,2017-01-07 T01:00 Z,0,Pershing Square North
2017-01-07 T01:00 Z,2017-01-07 T01:20 Z,0,Pershing Square North
2017-01-07 T01:20 Z,2017-01-07 T01:40 Z,1,Pershing Square North
2017-01-07 T01:40 Z,2017-01-07 T02:00 Z,0,Pershing Square North
2017-01-07 T02:00 Z,2017-01-07 T02:20 Z,0,Pershing Square North
2017-01-07 T02:20 Z,2017-01-07 T02:40 Z,0,Pershing Square North
2017-01-07 T02:40 Z,2017-01-07 T03:00 Z,0,Pershing Square North
2017-01-07 T03:00 Z,2017-01-07 T03:20 Z,0,Pershing Square North
2017-01-07 T03:20 Z,2017-01-07 T03:40 Z,0,Pershing Square North
2017-01-07 T03:40 Z,2017-01-07 T04:00 Z,0,Pershing Square North
2017-01-07 T04:00 Z,2017-01-07 T04:20 Z,0,Pershing Square North
2017-01-07 T04:20 Z,2017-01-07 T04:40 Z,0,Pershing Square North
2017-01-07 T04:40 Z,2017-01-07 T05:00 Z,0,Pershing Square North
2017-01-07 T05:00 Z,2017-01-07 T05:20 Z,0,Pershing Square North
2017-01-07 T05:20 Z,2017-01-07 T05:40 Z,0,Pershing Square North
2017-01-07 T05:40 Z,2017-01-07 T06:00 Z,1,Pershing Square North
2017-01-07 T06:00 Z,2017-01-07 T06:20 Z,1,Pershing Square North
2017-01-07 T06:20 Z,2017-01-07 T06:40 Z,1,Pershing Square North
2017-01-07 T06:40 Z,2017-01-07 T07:00 Z,0,Pershing Square North
2017-01-07 T07:00 Z,2017-01-07 T07:20 Z,1,Pershing Square North
2017-01-07 T07:20 Z,2017-01-07 T07:40 Z,0,Pershing Square North
2017-01-07 T07:40 Z,2017-01-07 T08:00 Z,1,Pershing Square North
2017-01-07 T08:00 Z,2017-01-07 T08:20 Z,2,Pershing Square North
2017-01-07 T08:20 Z,2017-01-07 T08:40 Z,0,Pershing Square North
2017-01-07 T08:40 Z,2017-01-07 T09:00 Z,2,Pershing Square North
2017-01-07 T09:00 Z,2017-01-07 T09:20 Z,0,Pershing Square North
2017-01-07 T09:20 Z,2017-01-07 T09:40 Z,1,Pershing Square North
2017-01-07 T09:40 Z,2017-01-07 T10:00 Z,0,Pershing Square North
2017-01-07 T10:00 Z,2017-01-07 T10:20 Z,1,Pershing Square North
2017-01-07 T10:20 Z,2017-01-07 T10:40 Z,0,Pershing Square North
2017-01-07 T10:40 Z,2017-01-07 T11:00 Z,0,Pershing Square North
2017-01-07 T11:00 Z,2017-01-07 T11:20 Z,1,Pershing Square North
2017-01-07 T11:20 Z,2017-01-07 T11:40 Z,0,Pershing Square North
2017-01-07 T11:40 Z,2017-01-07 T12:00 Z,2,Pershing Square North
2017-01-07 T12:00 Z,2017-01-07 T12:20 Z,1,Pershing Square North
2017-01-07 T12:20 Z,2017-01-07 T12:40 Z,0,Pershing Square North
2017-01-07 T12:40 Z,2017-01-07 T13:00 Z,0,Pershing Square North
2017-01-07 T13:00 Z,2017-01-07 T13:20 Z,0,Pershing Square North
2017-01-07 T13:20 Z,2017-01-07 T13:40 Z,0,Pershing Square North
2017-01-07 T13:40 Z,2017-01-07 T14:00 Z,0,Pershing Square North
2017-01-07 T14:00 Z,2017-01-07 T14:20 Z,0,Pershing Square North
2017-01-07 T14:20 Z,2017-01-07 T14:40 Z,0,Pershing Square North
2017-01-07 T14:40 Z,2017-01-07 T15:00 Z,0,Pershing Square North
2017-01-07 T15:00 Z,2017-01-07 T15:20 Z,1,Pershing Square North
2017-01-07 T15:20 Z,2017-01-07 T15:40 Z,0,Pershing Square North
2017-01-07 T15:40 Z,2017-01-07 T16:00 Z,0,Pershing Square North
2017-01-07 T16:00 Z,2017-01-07 T16:20 Z,0,Pershing Square North
2017-01-07 T16:20 Z,2017-01-07 T16:40 Z,0,Pershing Square North
2017-01-07 T16:40 Z,2017-01-07 T17:00 Z,0,Pershing Square North
2017-01-07 T17:00 Z,2017-01-07 T17:20 Z,0,Pershing Square North
2017-01-07 T17:20 Z,2017-01-07 T17:40 Z,3,Pershing Square North
2017-01-07 T17:40 Z,2017-01-07 T18:00 Z,0,Pershing Square North
2017-01-07 T18:00 Z,2017-01-07 T18:20 Z,0,Pershing Square North
2017-01-07 T18:20 Z,2017-01-07 T18:40 Z,0,Pershing Square North
2017-01-07 T18:40 Z,2017-01-07 T19:00 Z,0,Pershing Square North
2017-01-07 T19:00 Z,2017-01-07 T19:20 Z,0,Pershing Square North
2017-01-07 T19:20 Z,2017-01-07 T19:40 Z,0,Pershing Square North
2017-01-07 T19:40 Z,2017-01-07 T20:00 Z,0,Pershing Square North
2017-01-07 T20:00 Z,2017-01-07 T20:20 Z,0,Pershing Square North
2017-01-07 T20:20 Z,2017-01-07 T20:40 Z,0,Pershing Square North
2017-01-07 T20:40 Z,2017-01-07 T21:00 Z,0,Pershing Square North
2017-01-07 T21:00 Z,2017-01-07 T21:20 Z,0,Pershing Square North
2017-01-07 T21:20 Z,2017-01-07 T21:40 Z,0,Pershing Square North
2017-01-07 T21:40 Z,2017-01-07 T22:00 Z,0,Pershing Square North
2017-01-07 T22:00 Z,2017-01-07 T22:20 Z,1,Pershing Square North
2017-01-07 T22:20 Z,2017-01-07 T22:40 Z,0,Pershing Square North
2017-01-07 T22:40 Z,2017-01-07 T23:00 Z,0,Pershing Square North
2017-01-07 T23:00 Z,2017-01-07 T23:20 Z,0,Pershing Square North
2017-01-07 T23:20 Z,2017-01-07 T23:40 Z,0,Pershing Square North
2017-01-07 T23:40 Z,2017-01-08 T00:00 Z,1,Pershing Square North
2017-01-08 T00:00 Z,2017-01-08 T00:20 Z,0,Pershing Square North
2017-01-08 T00:20 Z,2017-01-08 T00:40 Z,0,Pershing Square North
2017-01-08 T00:40 Z,2017-01-08 T01:00 Z,0,Pershing Square North
2017-01-08 T01:00 Z,2017-01-08 T01:20 Z,1,Pershing Square North
2017-01-08 T01:20 Z,2017-01-08 T01:40 Z,1,Pershing Square North
2017-01-08 T01:40 Z,2017-01-08 T02:00 Z,0,Pershing Square North
2017-01-08 T02:00 Z,2017-01-08 T02:20 Z,0,Pershing Square North
2017-01-08 T02:20 Z,2017-01-08 T02:40 Z,0,Pershing Square North
2017-01-08 T02:40 Z,2017-01-08 T03:00 Z,0,Pershing Square North
2017-01-08 T03:00 Z,2017-01-08 T03:20 Z,0,Pershing Square North
2017-01-08 T03:20 Z,2017-01-08 T03:40 Z,0,Pershing Square North
2017-01-08 T03:40 Z,2017-01-08 T04:00 Z,0,Pershing Square North
2017-01-08 T04:00 Z,2017-01-08 T04:20 Z,0,Pershing Square North
2017-01-08 T04:20 Z,2017-01-08 T04:40 Z,0,Pershing Square North
2017-01-08 T04:40 Z,2017-01-08 T05:00 Z,1,Pershing Square North
2017-01-08 T05:00 Z,2017-01-08 T05:20 Z,0,Pershing Square North
2017-01-08 T05:20 Z,2017-01-08 T05:40 Z,0,Pershing Square North
2017-01-08 T05:40 Z,2017-01-08 T06:00 Z,0,Pershing Square North
2017-01-08 T06:00 Z,2017-01-08 T06:20 Z,0,Pershing Square North
2017-01-08 T06:20 Z,2017-01-08 T06:40 Z,0,Pershing Square North
2017-01-08 T06:40 Z,2017-01-08 T07:00 Z,0,Pershing Square North
2017-01-08 T07:00 Z,2017-01-08 T07:20 Z,0,Pershing Square North
2017-01-08 T07:20 Z,2017-01-08 T07:40 Z,0,Pershing Square North
2017-01-08 T07:40 Z,2017-01-08 T08:00 Z,0,Pershing Square North
2017-01-08 T08:00 Z,2017-01-08 T08:20 Z,0,Pershing Square North
2017-01-08 T08:20 Z,2017-01-08 T08:40 Z,0,Pershing Square North
2017-01-08 T08:40 Z,2017-01-08 T09:00 Z,0,Pershing Square North
2017-01-08 T09:00 Z,2017-01-08 T09:20 Z,0,Pershing Square North
2017-01-08 T09:20 Z,2017-01-08 T09:40 Z,0,Pershing Square North
2017-01-08 T09:40 Z,2017-01-08 T10:00 Z,0,Pershing Square North
2017-01-08 T10:00 Z,2017-01-08 T10:20 Z,0,Pershing Square North
2017-01-08 T10:20 Z,2017-01-08 T10:40 Z,0,Pershing Square North
2017-01-08 T10:40 Z,2017-01-08 T11:00 Z,1,Pershing Square North
2017-01-08 T11:00 Z,2017-01-08 T11:20 Z,0,Pershing Square North
2017-01-08 T11:20 Z,2017-01-08 T11:40 Z,0,Pershing Square North
2017-01-08 T11:40 Z,2017-01-08 T12:00 Z,0,Pershing Square North
2017-01-08 T12:00 Z,2017-01-08 T12:20 Z,0,Pershing Square North
2017-01-08 T12:20 Z,2017-01-08 T12:40 Z,1,Pershing Square North
2017-01-08 T12:40 Z,2017-01-08 T13:00 Z,0,Pershing Square North
2017-01-08 T13:00 Z,2017-01-08 T13:20 Z,0,Pershing Square North
2017-01-08 T13:20 Z,2017-01-08 T13:40 Z,0,Pershing Square North
2017-01-08 T13:40 Z,2017-01-08 T14:00 Z,0,Pershing Square North
2017-01-08 T14:00 Z,2017-01-08 T14:20 Z,0,Pershing Square North
2017-01-08 T14:20 Z,2017-01-08 T14:40 Z,1,Pershing Square North
2017-01-08 T14:40 Z,2017-01-08 T15:00 Z,3,Pershing Square North
2017-01-08 T15:00 Z,2017-01-08 T15:20 Z,1,Pershing Square North
2017-01-08 T15:20 Z,2017-01-08 T15:40 Z,3,Pershing Square North
2017-01-08 T15:40 Z,2017-01-08 T16:00 Z,1,Pershing Square North
2017-01-08 T16:00 Z,2017-01-08 T16:20 Z,2,Pershing Square North
2017-01-08 T16:20 Z,2017-01-08 T16:40 Z,0,Pershing Square North
2017-01-08 T16:40 Z,2017-01-08 T17:00 Z,1,Pershing Square North
2017-01-08 T17:00 Z,2017-01-08 T17:20 Z,0,Pershing Square North
2017-01-08 T17:20 Z,2017-01-08 T17:40 Z,0,Pershing Square North
2017-01-08 T17:40 Z,2017-01-08 T18:00 Z,0,Pershing Square North
2017-01-08 T18:00 Z,2017-01-08 T18:20 Z,1,Pershing Square North
2017-01-08 T18:20 Z,2017-01-08 T18:40 Z,0,Pershing Square North
2017-01-08 T18:40 Z,2017-01-08 T19:00 Z,2,Pershing Square North
2017-01-08 T19:00 Z,2017-01-08 T19:20 Z,0,Pershing Square North
2017-01-08 T19:20 Z,2017-01-08 T19:40 Z,1,Pershing Square North
2017-01-08 T19:40 Z,2017-01-08 T20:00 Z,3,Pershing Square North
2017-01-08 T20:00 Z,2017-01-08 T20:20 Z,0,Pershing Square North
2017-01-08 T20:20 Z,2017-01-08 T20:40 Z,2,Pershing Square North
2017-01-08 T20:40 Z,2017-01-08 T21:00 Z,0,Pershing Square North
2017-01-08 T21:00 Z,2017-01-08 T21:20 Z,1,Pershing Square North
2017-01-08 T21:20 Z,2017-01-08 T21:40 Z,0,Pershing Square North
2017-01-08 T21:40 Z,2017-01-08 T22:00 Z,0,Pershing Square North
2017-01-08 T22:00 Z,2017-01-08 T22:20 Z,0,Pershing Square North
2017-01-08 T22:20 Z,2017-01-08 T22:40 Z,0,Pershing Square North
2017-01-08 T22:40 Z,2017-01-08 T23:00 Z,0,Pershing Square North
2017-01-08 T23:00 Z,2017-01-08 T23:20 Z,0,Pershing Square North
2017-01-08 T23:20 Z,2017-01-08 T23:40 Z,0,Pershing Square North
2017-01-08 T23:40 Z,2017-01-09 T00:00 Z,0,Pershing Square North
2017-01-09 T00:00 Z,2017-01-09 T00:20 Z,0,Pershing Square North
2017-01-09 T00:20 Z,2017-01-09 T00:40 Z,0,Pershing Square North
2017-01-09 T00:40 Z,2017-01-09 T01:00 Z,0,Pershing Square North
2017-01-09 T01:00 Z,2017-01-09 T01:20 Z,0,Pershing Square North
2017-01-09 T01:20 Z,2017-01-09 T01:40 Z,0,Pershing Square North
2017-01-09 T01:40 Z,2017-01-09 T02:00 Z,0,Pershing Square North
2017-01-09 T02:00 Z,2017-01-09 T02:20 Z,0,Pershing Square North
2017-01-09 T02:20 Z,2017-01-09 T02:40 Z,0,Pershing Square North
2017-01-09 T02:40 Z,2017-01-09 T03:00 Z,0,Pershing Square North
2017-01-09 T03:00 Z,2017-01-09 T03:20 Z,0,Pershing Square North
2017-01-09 T03:20 Z,2017-01-09 T03:40 Z,0,Pershing Square North
2017-01-09 T03:40 Z,2017-01-09 T04:00 Z,0,Pershing Square North
2017-01-09 T04:00 Z,2017-01-09 T04:20 Z,0,Pershing Square North
2017-01-09 T04:20 Z,2017-01-09 T04:40 Z,0,Pershing Square North
2017-01-09 T04:40 Z,2017-01-09 T05:00 Z,0,Pershing Square North
2017-01-09 T05:00 Z,2017-01-09 T05:20 Z,0,Pershing Square North
2017-01-09 T05:20 Z,2017-01-09 T05:40 Z,0,Pershing Square North
2017-01-09 T05:40 Z,2017-01-09 T06:00 Z,3,Pershing Square North
2017-01-09 T06:00 Z,2017-01-09 T06:20 Z,3,Pershing Square North
2017-01-09 T06:20 Z,2017-01-09 T06:40 Z,3,Pershing Square North
2017-01-09 T06:40 Z,2017-01-09 T07:00 Z,5,Pershing Square North
2017-01-09 T07:00 Z,2017-01-09 T07:20 Z,8,Pershing Square North
2017-01-09 T07:20 Z,2017-01-09 T07:40 Z,8,Pershing Square North
2017-01-09 T07:40 Z,2017-01-09 T08:00 Z,7,Pershing Square North
2017-01-09 T08:00 Z,2017-01-09 T08:20 Z,4,Pershing Square North
2017-01-09 T08:20 Z,2017-01-09 T08:40 Z,13,Pershing Square North
2017-01-09 T08:40 Z,2017-01-09 T09:00 Z,13,Pershing Square North
2017-01-09 T09:00 Z,2017-01-09 T09:20 Z,7,Pershing Square North
2017-01-09 T09:20 Z,2017-01-09 T09:40 Z,12,Pershing Square North
2017-01-09 T09:40 Z,2017-01-09 T10:00 Z,5,Pershing Square North
2017-01-09 T10:00 Z,2017-01-09 T10:20 Z,2,Pershing Square North
2017-01-09 T10:20 Z,2017-01-09 T10:40 Z,3,Pershing Square North
2017-01-09 T10:40 Z,2017-01-09 T11:00 Z,1,Pershing Square North
2017-01-09 T11:00 Z,2017-01-09 T11:20 Z,0,Pershing Square North
2017-01-09 T11:20 Z,2017-01-09 T11:40 Z,1,Pershing Square North
2017-01-09 T11:40 Z,2017-01-09 T12:00 Z,1,Pershing Square North
2017-01-09 T12:00 Z,2017-01-09 T12:20 Z,1,Pershing Square North
2017-01-09 T12:20 Z,2017-01-09 T12:40 Z,0,Pershing Square North
2017-01-09 T12:40 Z,2017-01-09 T13:00 Z,2,Pershing Square North
2017-01-09 T13:00 Z,2017-01-09 T13:20 Z,4,Pershing Square North
2017-01-09 T13:20 Z,2017-01-09 T13:40 Z,1,Pershing Square North
2017-01-09 T13:40 Z,2017-01-09 T14:00 Z,2,Pershing Square North
2017-01-09 T14:00 Z,2017-01-09 T14:20 Z,0,Pershing Square North
2017-01-09 T14:20 Z,2017-01-09 T14:40 Z,0,Pershing Square North
2017-01-09 T14:40 Z,2017-01-09 T15:00 Z,2,Pershing Square North
2017-01-09 T15:00 Z,2017-01-09 T15:20 Z,0,Pershing Square North
2017-01-09 T15:20 Z,2017-01-09 T15:40 Z,5,Pershing Square North
2017-01-09 T15:40 Z,2017-01-09 T16:00 Z,3,Pershing Square North
2017-01-09 T16:00 Z,2017-01-09 T16:20 Z,1,Pershing Square North
2017-01-09 T16:20 Z,2017-01-09 T16:40 Z,3,Pershing Square North
2017-01-09 T16:40 Z,2017-01-09 T17:00 Z,4,Pershing Square North
2017-01-09 T17:00 Z,2017-01-09 T17:20 Z,12,Pershing Square North
2017-01-09 T17:20 Z,2017-01-09 T17:40 Z,5,Pershing Square North
2017-01-09 T17:40 Z,2017-01-09 T18:00 Z,10,Pershing Square North
2017-01-09 T18:00 Z,2017-01-09 T18:20 Z,7,Pershing Square North
2017-01-09 T18:20 Z,2017-01-09 T18:40 Z,7,Pershing Square North
2017-01-09 T18:40 Z,2017-01-09 T19:00 Z,5,Pershing Square North
2017-01-09 T19:00 Z,2017-01-09 T19:20 Z,6,Pershing Square North
2017-01-09 T19:20 Z,2017-01-09 T19:40 Z,9,Pershing Square North
2017-01-09 T19:40 Z,2017-01-09 T20:00 Z,1,Pershing Square North
2017-01-09 T20:00 Z,2017-01-09 T20:20 Z,3,Pershing Square North
2017-01-09 T20:20 Z,2017-01-09 T20:40 Z,1,Pershing Square North
2017-01-09 T20:40 Z,2017-01-09 T21:00 Z,1,Pershing Square North
2017-01-09 T21:00 Z,2017-01-09 T21:20 Z,7,Pershing Square North
2017-01-09 T21:20 Z,2017-01-09 T21:40 Z,1,Pershing Square North
2017-01-09 T21:40 Z,2017-01-09 T22:00 Z,0,Pershing Square North
2017-01-09 T22:00 Z,2017-01-09 T22:20 Z,1,Pershing Square North
2017-01-09 T22:20 Z,2017-01-09 T22:40 Z,0,Pershing Square North
2017-01-09 T22:40 Z,2017-01-09 T23:00 Z,0,Pershing Square North
2017-01-09 T23:00 Z,2017-01-09 T23:20 Z,1,Pershing Square North
2017-01-09 T23:20 Z,2017-01-09 T23:40 Z,0,Pershing Square North
2017-01-09 T23:40 Z,2017-01-10 T00:00 Z,0,Pershing Square North
2017-01-10 T00:00 Z,2017-01-10 T00:20 Z,0,Pershing Square North
2017-01-10 T00:20 Z,2017-01-10 T00:40 Z,0,Pershing Square North
2017-01-10 T00:40 Z,2017-01-10 T01:00 Z,0,Pershing Square North
2017-01-10 T01:00 Z,2017-01-10 T01:20 Z,0,Pershing Square North
2017-01-10 T01:20 Z,2017-01-10 T01:40 Z,0,Pershing Square North
2017-01-10 T01:40 Z,2017-01-10 T02:00 Z,0,Pershing Square North
2017-01-10 T02:00 Z,2017-01-10 T02:20 Z,0,Pershing Square North
2017-01-10 T02:20 Z,2017-01-10 T02:40 Z,0,Pershing Square North
2017-01-10 T02:40 Z,2017-01-10 T03:00 Z,0,Pershing Square North
2017-01-10 T03:00 Z,2017-01-10 T03:20 Z,0,Pershing Square North
2017-01-10 T03:20 Z,2017-01-10 T03:40 Z,0,Pershing Square North
2017-01-10 T03:40 Z,2017-01-10 T04:00 Z,0,Pershing Square North
2017-01-10 T04:00 Z,2017-01-10 T04:20 Z,0,Pershing Square North
2017-01-10 T04:20 Z,2017-01-10 T04:40 Z,0,Pershing Square North
2017-01-10 T04:40 Z,2017-01-10 T05:00 Z,0,Pershing Square North
2017-01-10 T05:00 Z,2017-01-10 T05:20 Z,0,Pershing Square North
2017-01-10 T05:20 Z,2017-01-10 T05:40 Z,0,Pershing Square North
2017-01-10 T05:40 Z,2017-01-10 T06:00 Z,4,Pershing Square North
2017-01-10 T06:00 Z,2017-01-10 T06:20 Z,2,Pershing Square North
2017-01-10 T06:20 Z,2017-01-10 T06:40 Z,2,Pershing Square North
2017-01-10 T06:40 Z,2017-01-10 T07:00 Z,9,Pershing Square North
2017-01-10 T07:00 Z,2017-01-10 T07:20 Z,4,Pershing Square North
2017-01-10 T07:20 Z,2017-01-10 T07:40 Z,8,Pershing Square North
2017-01-10 T07:40 Z,2017-01-10 T08:00 Z,7,Pershing Square North
2017-01-10 T08:00 Z,2017-01-10 T08:20 Z,4,Pershing Square North
2017-01-10 T08:20 Z,2017-01-10 T08:40 Z,14,Pershing Square North
2017-01-10 T08:40 Z,2017-01-10 T09:00 Z,26,Pershing Square North
2017-01-10 T09:00 Z,2017-01-10 T09:20 Z,13,Pershing Square North
2017-01-10 T09:20 Z,2017-01-10 T09:40 Z,20,Pershing Square North
2017-01-10 T09:40 Z,2017-01-10 T10:00 Z,5,Pershing Square North
2017-01-10 T10:00 Z,2017-01-10 T10:20 Z,5,Pershing Square North
2017-01-10 T10:20 Z,2017-01-10 T10:40 Z,3,Pershing Square North
2017-01-10 T10:40 Z,2017-01-10 T11:00 Z,1,Pershing Square North
2017-01-10 T11:00 Z,2017-01-10 T11:20 Z,1,Pershing Square North
2017-01-10 T11:20 Z,2017-01-10 T11:40 Z,1,Pershing Square North
2017-01-10 T11:40 Z,2017-01-10 T12:00 Z,2,Pershing Square North
2017-01-10 T12:00 Z,2017-01-10 T12:20 Z,2,Pershing Square North
2017-01-10 T12:20 Z,2017-01-10 T12:40 Z,1,Pershing Square North
2017-01-10 T12:40 Z,2017-01-10 T13:00 Z,2,Pershing Square North
2017-01-10 T13:00 Z,2017-01-10 T13:20 Z,0,Pershing Square North
2017-01-10 T13:20 Z,2017-01-10 T13:40 Z,1,Pershing Square North
2017-01-10 T13:40 Z,2017-01-10 T14:00 Z,2,Pershing Square North
2017-01-10 T14:00 Z,2017-01-10 T14:20 Z,2,Pershing Square North
2017-01-10 T14:20 Z,2017-01-10 T14:40 Z,3,Pershing Square North
2017-01-10 T14:40 Z,2017-01-10 T15:00 Z,2,Pershing Square North
2017-01-10 T15:00 Z,2017-01-10 T15:20 Z,2,Pershing Square North
2017-01-10 T15:20 Z,2017-01-10 T15:40 Z,3,Pershing Square North
